start,average,max,failed
clasp,3.767170626,8,5
spelt,3.796976242,7,6
scalp,3.812095032,8,6
clang,3.830237581,8,6
flash,3.857451404,7,6
splat,3.745140389,8,7
slept,3.782289417,7,7
clash,3.786177106,9,7
crash,3.819006479,7,7
craft,3.825917927,8,7
crypt,3.827645788,8,7
psalm,3.845788337,8,7
cleft,3.849676026,8,7
imply,3.865658747,8,7
flesh,3.914038877,7,7
slope,3.758531317,8,8
cloth,3.773218143,8,8
plush,3.854427646,8,8
clamp,3.860043197,7,8
scaly,3.865226782,8,8
amply,3.86825054,8,8
clank,3.881641469,8,8
plumb,3.898920086,7,8
welch,3.926565875,9,8
shelf,3.929157667,7,8
swamp,3.944708423,8,8
spasm,4.035421166,8,8
split,3.730885529,8,9
palsy,3.793088553,8,9
spoil,3.795680346,9,9
smelt,3.802591793,8,9
basil,3.819438445,8,9
grasp,3.828077754,8,9
gland,3.837149028,9,9
ralph,3.837149028,9,9
prowl,3.861771058,9,9
spend,3.878617711,8,9
scamp,3.885097192,8,9
flown,3.904103672,8,9
mulch,3.907991361,7,9
block,3.910151188,8,9
spool,3.91663067,9,9
repel,3.94600432,8,9
spilt,3.752483801,9,10
tramp,3.757235421,8,10
blast,3.787904968,8,10
frost,3.790928726,9,10
blond,3.801727862,8,10
scrap,3.804319654,9,10
stamp,3.825485961,8,10
pansy,3.845356371,8,10
trawl,3.853563715,8,10
candy,3.870410367,9,10
gulch,3.889416847,9,10
belch,3.896328294,8,10
sloop,3.899784017,9,10
scrum,3.900647948,9,10
clump,3.938660907,7,10
canal,3.945140389,8,10
black,3.955075594,8,10
whelp,3.976241901,8,10
sleep,3.986609071,8,10
basal,3.990064795,8,10
trash,3.742980562,8,11
stole,3.761555076,8,11
plant,3.763714903,8,11
chase,3.771490281,8,11
paler,3.774082073,9,11
spare,3.781425486,8,11
modal,3.781857451,9,11
crept,3.790064795,8,11
scour,3.799568035,8,11
spurt,3.801295896,9,11
tipsy,3.801727862,8,11
trump,3.817278618,8,11
stalk,3.818574514,8,11
croup,3.81987041,8,11
bluer,3.825053996,8,11
dutch,3.831965443,8,11
sharp,3.833693305,9,11
depth,3.847948164,8,11
badly,3.859179266,8,11
bland,3.860043197,8,11
scald,3.866522678,8,11
crawl,3.873434125,9,11
spark,3.889848812,8,11
crush,3.895464363,8,11
scowl,3.898056156,8,11
blown,3.899352052,8,11
shawl,3.909719222,8,11
flock,3.912311015,8,11
spill,3.933909287,9,11
nymph,3.953779698,8,11
plump,4.010367171,8,11
bleep,4.044924406,8,11
stale,3.723974082,8,12
lapse,3.733909287,9,12
coral,3.738228942,8,12
polar,3.738228942,9,12
close,3.750323974,8,12
plait,3.766306695,9,12
pilot,3.77062635,9,12
penal,3.781857451,8,12
tumor,3.782289417,8,12
caper,3.78488121,8,12
shalt,3.791792657,8,12
copse,3.794816415,8,12
patsy,3.801727862,8,12
nomad,3.801727862,8,12
scope,3.80475162,8,12
sloth,3.805615551,8,12
storm,3.806911447,8,12
spear,3.80950324,8,12
crust,3.811663067,8,12
clued,3.815550756,9,12
prong,3.820302376,8,12
model,3.822894168,8,12
smote,3.82462203,8,12
crisp,3.82937365,9,12
spiny,3.835421166,9,12
north,3.837149028,8,12
pedal,3.844492441,8,12
plead,3.846652268,8,12
raspy,3.847948164,9,12
manly,3.84924406,8,12
ranch,3.850971922,8,12
pasty,3.854427646,8,12
perch,3.855291577,8,12
scold,3.856155508,8,12
spray,3.856155508,9,12
worst,3.857883369,8,12
brash,3.859611231,7,12
poser,3.861339093,8,12
lumpy,3.862203024,8,12
plunk,3.882073434,8,12
froth,3.88336933,8,12
scrub,3.89762419,9,12
forth,3.901511879,8,12
dumpy,3.906695464,7,12
swarm,3.909719222,8,12
bylaw,3.918790497,8,12
crump,3.922678186,8,12
comfy,3.922678186,8,12
crumb,3.943412527,7,12
fancy,3.961555076,8,12
creep,3.964578834,9,12
flack,3.987473002,8,12
pluck,3.988336933,8,12
folly,4.001727862,8,12
slate,3.682937365,8,13
crate,3.687257019,8,13
trace,3.693304536,8,13
cater,3.738660907,9,13
tapir,3.748164147,9,13
sonar,3.754643629,8,13
carol,3.755075594,9,13
spiel,3.755507559,9,13
plier,3.76112311,9,13
caste,3.768466523,8,13
crest,3.769762419,9,13
party,3.771490281,8,13
strap,3.773650108,9,13
plate,3.774082073,9,13
satyr,3.774946004,8,13
sadly,3.779697624,8,13
short,3.786609071,8,13
prose,3.79049676,8,13
slang,3.798272138,8,13
spore,3.799568035,8,13
glade,3.800863931,9,13
shade,3.808207343,8,13
blade,3.813822894,8,13
brunt,3.81511879,8,13
tuber,3.818142549,8,13
stomp,3.819438445,8,13
broth,3.819438445,9,13
wrist,3.825485961,8,13
thorn,3.825917927,8,13
slimy,3.828077754,8,13
claim,3.834989201,9,13
stoic,3.837580994,8,13
clown,3.845788337,8,13
crowd,3.847516199,9,13
shame,3.84924406,8,13
scram,3.84924406,8,13
syrup,3.852699784,9,13
harpy,3.853563715,9,13
bonus,3.85399568,8,13
tempo,3.85399568,8,13
spoke,3.8587473,7,13
dimly,3.859611231,8,13
amble,3.866522678,8,13
madly,3.869978402,8,13
fecal,3.878617711,9,13
prawn,3.879049676,8,13
filth,3.879049676,8,13
ghost,3.879049676,9,13
spurn,3.8825054,9,13
lunch,3.887688985,8,13
gleam,3.88812095,8,13
chirp,3.890280778,9,13
rumba,3.890712743,8,13
threw,3.897192225,8,13
handy,3.898920086,9,13
graph,3.899784017,9,13
child,3.900215983,9,13
shaft,3.903671706,8,13
brown,3.905399568,8,13
climb,3.910151188,9,13
musty,3.910583153,8,13
drawl,3.916198704,8,13
chasm,3.922678186,7,13
pudgy,3.923542117,9,13
blank,3.923974082,8,13
spicy,3.924406048,10,13
lefty,3.933045356,8,13
crepe,3.947300216,8,13
bunch,3.95637149,8,13
femur,3.971058315,9,13
floss,3.987041037,8,13
smell,4.006911447,8,13
jumpy,4.050539957,8,13
speed,4.051403888,8,13
bless,4.069978402,8,13
table,3.735637149,8,14
plane,3.741684665,9,14
sport,3.748164147,9,14
prone,3.760691145,8,14
steal,3.77062635,9,14
pleat,3.774946004,9,14
FALSE,3.777105832,8,14
parse,3.779265659,8,14
haste,3.780561555,8,14
front,3.780993521,9,14
motel,3.782721382,8,14
tamer,3.785313175,9,14
lathe,3.786177106,8,14
petal,3.791360691,9,14
pulse,3.795680346,9,14
slide,3.798704104,8,14
blame,3.803455724,8,14
randy,3.80475162,8,14
draft,3.806047516,9,14
adopt,3.807775378,9,14
rifle,3.811663067,8,14
rapid,3.812526998,9,14
clean,3.816846652,8,14
recap,3.817710583,8,14
plain,3.818142549,8,14
cloud,3.822462203,9,14
solid,3.822894168,8,14
spied,3.822894168,8,14
fetal,3.825917927,8,14
aptly,3.826349892,8,14
wrath,3.831965443,8,14
truly,3.832829374,8,14
blind,3.833261339,8,14
marsh,3.834989201,8,14
sandy,3.835421166,8,14
blurt,3.835853132,8,14
crude,3.837149028,8,14
lousy,3.842764579,8,14
focal,3.847084233,8,14
album,3.847516199,8,14
pound,3.847516199,9,14
peach,3.84838013,8,14
vapor,3.849676026,8,14
flour,3.849676026,8,14
burst,3.852267819,8,14
medal,3.857019438,8,14
erupt,3.862634989,9,14
thrum,3.86349892,8,14
adept,3.863930886,8,14
doubt,3.864362851,8,14
demon,3.864794816,8,14
lemur,3.87775378,8,14
slump,3.888984881,8,14
chafe,3.889416847,8,14
blend,3.889848812,8,14
befit,3.890280778,8,14
drawn,3.890712743,8,14
flask,3.896760259,8,14
prank,3.898056156,8,14
beach,3.900647948,8,14
chord,3.903239741,9,14
beady,3.905399568,9,14
dwelt,3.91187905,8,14
ditch,3.912742981,10,14
sperm,3.914038877,8,14
flung,3.917062635,8,14
lower,3.917926566,8,14
basic,3.919222462,8,14
filmy,3.923974082,8,14
screw,3.923974082,8,14
mangy,3.926565875,8,14
truck,3.929589633,8,14
swept,3.934341253,8,14
bused,3.940388769,8,14
salad,3.943412527,8,14
flunk,3.94600432,8,14
fetch,3.968898488,8,14
leper,3.969762419,9,14
cheer,3.982289417,8,14
small,3.984017279,9,14
patty,3.987041037,10,14
thump,3.989632829,9,14
putty,4.012958963,8,14
sheep,4.01511879,9,14
spoof,4.019438445,9,14
smock,4.028941685,8,14
cabal,4.035421166,8,14
pygmy,4.1174946,9,14
least,3.715334773,9,15
scale,3.740388769,9,15
trope,3.746436285,9,15
later,3.752915767,9,15
timer,3.755075594,8,15
taper,3.759395248,9,15
place,3.768898488,8,15
solar,3.773218143,8,15
aisle,3.775809935,9,15
risen,3.779265659,8,15
drape,3.779265659,8,15
print,3.781425486,9,15
cause,3.781857451,9,15
siren,3.787904968,8,15
tardy,3.788768898,8,15
leapt,3.791360691,9,15
spire,3.792656587,9,15
space,3.796112311,9,15
float,3.796976242,9,15
strip,3.798704104,8,15
clout,3.798704104,9,15
posit,3.801727862,9,15
tepid,3.803023758,9,15
boast,3.806047516,8,15
prude,3.80950324,9,15
trend,3.80950324,9,15
snarl,3.811231102,8,15
shape,3.811231102,9,15
dance,3.81511879,9,15
stand,3.815982721,9,15
idler,3.816846652,9,15
refit,3.818574514,9,15
spout,3.819438445,8,15
labor,3.827645788,8,15
scout,3.828509719,9,15
frond,3.830669546,8,15
sober,3.831101512,8,15
filer,3.832397408,8,15
shard,3.833261339,9,15
cloak,3.83412527,8,15
tulip,3.834989201,8,15
octal,3.836717063,10,15
payer,3.838012959,8,15
filet,3.839740821,8,15
morph,3.841900648,8,15
slurp,3.841900648,10,15
march,3.844060475,8,15
coupe,3.844060475,8,15
after,3.847948164,9,15
wrest,3.851403888,8,15
third,3.85399568,8,15
shied,3.859179266,8,15
cramp,3.86825054,8,15
swear,3.868682505,9,15
nobly,3.870842333,8,15
scarf,3.872138229,8,15
polka,3.87300216,8,15
chest,3.874730022,8,15
mural,3.875593952,8,15
sower,3.876025918,8,15
crank,3.876889849,8,15
tubal,3.876889849,8,15
bagel,3.879049676,8,15
sepia,3.881641469,8,15
godly,3.881641469,9,15
phony,3.8825054,10,15
balmy,3.884665227,8,15
lynch,3.885097192,8,15
shave,3.885097192,9,15
denim,3.891144708,8,15
cling,3.892440605,9,15
slack,3.895464363,9,15
smith,3.897192225,8,15
blimp,3.898920086,9,15
demur,3.905399568,9,15
condo,3.911015119,9,15
altar,3.912742981,9,15
blush,3.924406048,8,15
limbo,3.928725702,8,15
these,3.929157667,8,15
steel,3.932613391,9,15
stump,3.935205184,8,15
brawl,3.937365011,8,15
butch,3.942980562,8,15
cumin,3.950323974,8,15
lymph,3.971490281,8,15
tryst,3.971922246,8,15
flick,3.972354212,9,15
sheen,3.974946004,8,15
elder,3.982289417,9,15
slash,3.99049676,8,15
dandy,3.99049676,9,15
pulpy,4.011231102,9,15
lipid,4.015982721,9,15
apply,4.016414687,8,15
flaky,4.024190065,8,15
awful,4.083801296,8,15
lance,3.735205184,9,16
stair,3.749460043,9,16
pearl,3.749460043,9,16
trail,3.75075594,10,16
moral,3.774514039,8,16
beast,3.775809935,8,16
smart,3.776241901,8,16
bleat,3.777969762,8,16
cleat,3.777969762,9,16
grant,3.783585313,9,16
spent,3.78574514,8,16
manor,3.787041037,7,16
stony,3.789632829,9,16
louse,3.791360691,8,16
cider,3.793088553,9,16
count,3.794384449,9,16
snail,3.796544276,8,16
grape,3.796976242,8,16
leash,3.797408207,9,16
panel,3.798704104,8,16
scant,3.799568035,9,16
flint,3.8,8,16
phase,3.800431965,9,16
salty,3.803887689,8,16
cable,3.804319654,8,16
camel,3.80475162,8,16
setup,3.805183585,9,16
baste,3.807343413,8,16
hater,3.811231102,8,16
chart,3.811231102,9,16
aloft,3.815550756,9,16
peril,3.821598272,9,16
blunt,3.822462203,8,16
synod,3.823758099,9,16
loser,3.824190065,8,16
moult,3.82462203,8,16
flirt,3.827645788,8,16
super,3.831965443,9,16
forte,3.833693305,9,16
scent,3.834989201,8,16
lager,3.836285097,8,16
salve,3.836285097,8,16
eclat,3.836285097,9,16
spade,3.836285097,9,16
proud,3.836285097,10,16
flout,3.836717063,8,16
shunt,3.836717063,8,16
enact,3.837580994,9,16
glint,3.841468683,9,16
probe,3.842764579,8,16
smear,3.843196544,8,16
debit,3.84362851,8,16
straw,3.844492441,8,16
waste,3.845788337,8,16
could,3.848812095,9,16
drown,3.84924406,8,16
tango,3.850107991,8,16
throb,3.852699784,9,16
towel,3.8587473,8,16
botch,3.8587473,8,16
flair,3.861339093,8,16
gipsy,3.861339093,9,16
sound,3.862203024,8,16
south,3.866522678,9,16
worse,3.870410367,8,16
build,3.871274298,9,16
worth,3.873434125,8,16
bring,3.875593952,8,16
prism,3.876025918,8,16
lusty,3.87775378,8,16
depot,3.879913607,8,16
locus,3.880777538,8,16
lucid,3.880777538,9,16
facet,3.881641469,8,16
disco,3.885529158,8,16
brush,3.885529158,8,16
sleet,3.885529158,9,16
panic,3.887688985,8,16
slink,3.887688985,8,16
lofty,3.888552916,9,16
tangy,3.890712743,8,16
fling,3.890712743,9,16
crimp,3.892008639,9,16
hasty,3.892008639,9,16
medic,3.892440605,9,16
slung,3.894600432,8,16
leafy,3.894600432,8,16
pouch,3.896328294,8,16
caput,3.898056156,9,16
mango,3.898920086,8,16
bowel,3.899352052,8,16
windy,3.899784017,8,16
width,3.901079914,9,16
downy,3.909287257,8,16
mocha,3.910151188,9,16
pithy,3.911447084,10,16
heady,3.91663067,9,16
spank,3.917926566,8,16
cheap,3.918790497,9,16
poker,3.921382289,8,16
clink,3.926565875,9,16
shady,3.928293737,10,16
frank,3.929157667,8,16
shown,3.934341253,8,16
spunk,3.935637149,8,16
bawdy,3.936069114,8,16
rehab,3.936933045,8,16
betel,3.936933045,8,16
fresh,3.938228942,8,16
wharf,3.938660907,8,16
shock,3.939524838,9,16
shrew,3.944276458,8,16
flush,3.944708423,8,16
prick,3.951187905,10,16
trust,3.954643629,8,16
tally,3.954643629,9,16
flume,3.955939525,8,16
wench,3.956803456,8,16
duchy,3.956803456,10,16
wafer,3.958963283,9,16
booth,3.963282937,8,16
aphid,3.964146868,10,16
spawn,3.976241901,8,16
glass,3.976673866,8,16
blood,3.982721382,8,16
sneer,3.985313175,8,16
paddy,3.991792657,8,16
mucky,3.992656587,8,16
glyph,3.993952484,9,16
brass,3.994384449,8,16
swami,3.994384449,8,16
thumb,4.011663067,9,16
fleck,4.01425486,8,16
spell,4.019438445,9,16
defer,4.031101512,9,16
cynic,4.033693305,9,16
shell,4.034989201,8,16
humph,4.088552916,8,16
sweep,4.100215983,9,16
alter,3.73174946,9,17
slant,3.742116631,8,17
stare,3.749460043,9,17
slice,3.753347732,9,17
minor,3.755939525,8,17
dealt,3.75637149,9,17
roast,3.768034557,9,17
coast,3.774514039,9,17
canoe,3.774946004,9,17
actor,3.776673866,9,17
smile,3.778833693,8,17
molar,3.780993521,8,17
heart,3.787904968,8,17
bloat,3.789632829,8,17
slain,3.791360691,8,17
smite,3.796544276,8,17
first,3.799568035,9,17
retch,3.805183585,8,17
shoal,3.807775378,9,17
earth,3.808207343,8,17
story,3.80950324,9,17
cadet,3.81511879,9,17
poise,3.817710583,9,17
stern,3.818574514,9,17
plaid,3.819438445,8,17
curse,3.819438445,8,17
onset,3.821166307,9,17
leach,3.822030238,8,17
prune,3.822462203,8,17
pecan,3.82462203,8,17
yeast,3.828941685,8,17
ripen,3.828941685,8,17
baler,3.831101512,8,17
plied,3.832397408,9,17
shear,3.83887689,8,17
reach,3.83887689,8,17
miser,3.840172786,8,17
grail,3.840604752,8,17
chard,3.841036717,9,17
maple,3.841900648,9,17
brand,3.850971922,8,17
flute,3.853563715,8,17
frail,3.854427646,8,17
bacon,3.854859611,8,17
harem,3.856155508,7,17
bound,3.860043197,8,17
stork,3.860907127,9,17
ample,3.862203024,9,17
tower,3.867818575,8,17
chaos,3.873434125,8,17
chute,3.874730022,9,17
cower,3.876025918,8,17
shout,3.879049676,9,17
abhor,3.879049676,9,17
wiser,3.885529158,8,17
field,3.886393089,8,17
group,3.88812095,8,17
whale,3.888552916,8,17
hardy,3.888552916,9,17
plank,3.888984881,7,17
drank,3.890280778,8,17
cabin,3.893304536,8,17
thong,3.893304536,8,17
fable,3.895032397,8,17
minty,3.896760259,8,17
pitch,3.899784017,10,17
forum,3.900647948,8,17
apart,3.901943844,9,17
clung,3.902807775,9,17
bench,3.910151188,8,17
stall,3.914038877,8,17
frown,3.914470842,8,17
cavil,3.918358531,9,17
swift,3.920950324,8,17
slick,3.925701944,9,17
flyer,3.929157667,9,17
meter,3.930453564,8,17
dusty,3.932613391,9,17
faith,3.933045356,9,17
epoch,3.935205184,8,17
cagey,3.939524838,9,17
rumor,3.942980562,8,17
wispy,3.946436285,8,17
flank,3.947732181,8,17
bleak,3.95637149,8,17
elect,3.957667387,9,17
magic,3.958531317,9,17
crass,3.962419006,8,17
beret,3.963282937,8,17
frisk,3.967602592,8,17
pence,3.967602592,8,17
snoop,3.976673866,8,17
shall,3.980561555,9,17
spoon,3.981425486,8,17
dwarf,3.982289417,9,17
truss,3.986609071,8,17
skimp,3.993088553,9,17
semen,4.010367171,8,17
banal,4.018142549,8,17
folio,4.044492441,8,17
clock,4.049676026,8,17
belly,4.056587473,8,17
whoop,4.072138229,10,17
scoff,4.13650108,8,17
spite,3.739092873,9,18
react,3.739956803,9,18
tripe,3.751187905,8,18
shale,3.756803456,9,18
truce,3.761987041,9,18
tilde,3.76587473,9,18
slime,3.777105832,8,18
paste,3.783153348,8,18
sauce,3.786177106,9,18
price,3.787041037,9,18
snort,3.787473002,9,18
stray,3.792224622,9,18
saner,3.792656587,8,18
since,3.794816415,8,18
realm,3.796976242,9,18
feast,3.797840173,9,18
shone,3.8,8,18
salon,3.800431965,8,18
metal,3.804319654,8,18
farce,3.807775378,8,18
spice,3.807775378,9,18
their,3.809935205,9,18
store,3.810367171,9,18
pause,3.810367171,9,18
daily,3.817710583,9,18
chose,3.818574514,8,18
grade,3.819006479,8,18
graft,3.822030238,9,18
purse,3.824190065,9,18
those,3.826349892,8,18
cobra,3.828077754,8,18
aside,3.828941685,8,18
ramen,3.831533477,8,18
touch,3.831533477,9,18
cedar,3.837149028,8,18
topic,3.838012959,8,18
laden,3.844924406,9,18
rusty,3.846220302,9,18
flier,3.847516199,8,18
comet,3.847948164,9,18
mound,3.84838013,8,18
boule,3.84838013,8,18
scorn,3.84924406,8,18
debar,3.850539957,9,18
lodge,3.851403888,9,18
track,3.852267819,9,18
phone,3.853131749,7,18
upset,3.853131749,8,18
noble,3.854859611,8,18
reply,3.857451404,9,18
torch,3.860475162,8,18
flame,3.860475162,8,18
water,3.862634989,8,18
guild,3.865226782,9,18
mouth,3.867386609,9,18
safer,3.871706263,8,18
